temperatura_cabeza_F_diff,temperatura_cabeza_F,dosis_IC_ppm_diff,dosis_IC_ppm,agua_BAPD,mpy
-14.400000000000006,96.8,19.037732500000004,90.0,875.004,15.29846414
3.6000000000000085,100.4,-50.83756022,39.16243978,890.425386,12.29658847
14.399999999999991,114.8,-39.16243978,0.0,1182.481999,4.869284533
-7.200000000000003,107.6,0.0,0.0,1234.82816,10.44828139
-12.999611439999995,94.60038856,29.54599814,29.54599814,1043.08512,6.889705231
5.799611440000007,100.4,10.454001860000002,40.0,1202.5375,0.916168746
-3.6000000000000085,96.8,-40.0,0.0,0.0,5.898798239
21.60000000000001,118.4,100.0,100.0,843.054474,5.934189022
-23.40000000000001,95.0,-64.42929267,35.57070733,0.0,0.909
5.1558358000000055,100.1558358,-3.9051246499999976,31.66558268,1388.556,5.046947617
12.844164199999994,113.0,-31.66558268,0.0,1310.2965,1.273175591
-18.0,95.0,35.02385385,35.02385385,1245.854665,14.99724225
18.0,113.0,-17.574664870000003,17.44918898,551.86703,0.957125762
-5.400000000000006,107.6,9.96977477,27.41896375,619.251048,0.867582851
-4.872501899999989,102.7274981,-27.41896375,0.0,679.275112,6.937516271
1.2725018999999946,104.0,25.05559616,25.05559616,667.7118,0.364947404
-9.0,95.0,5.918960869999999,30.97455703,334.05476,0.161
16.200000000000003,111.2,5.572889310000001,36.54744634,1868.5268,1.278757914
0.0,104.0,-20.44805759,29.55194241,338.38185,3.62556643
-4.712237819999999,99.28776218,-29.55194241,0.0,1239.66,15.07171339
4.712237819999999,104.0,0.0,0.0,87.4493586,1.232204725
-8.304991720000004,95.69500828,0.0,0.0,1926.2240962000003,0.812644108
-0.6950082799999961,95.0,25.7860861,25.7860861,860.57875,6.699117231
0.0,95.0,-2.3951239399999977,23.39096216,526.2555,14.78156833
-0.9132512999999988,94.0867487,3.146481999999999,26.53744416,570.903048,14.75581901
6.313251300000005,100.4,-1.2592670300000002,25.27817713,345.2346,15.41676676
0.559069799999989,100.9590698,3.278505169999999,28.5566823,512.74348,4.289803639
-13.159069799999996,87.8,14.86905102,43.42573332,1332.13686,1.609118789
16.200000000000003,104.0,-4.889670639999999,38.53606268,904.13901,15.28625285
7.200000000000003,111.2,-25.3043236,13.23173908,904.80174,2.361060584
-16.200000000000003,95.0,20.372763000000003,33.60450208,514.706351,5.403
4.185464039999999,99.18546404,20.3462602,53.95076228,983.204375,15.20934625
-4.947658860000004,94.23780518,19.188632970000008,73.13939525,317.02059,1.40608816
13.36219482,107.6,26.86060475,100.0,1332.9072,6.020804523
-10.799999999999995,96.8,-100.0,0.0,260.59982,0.85541485
0.0,96.8,0.0,0.0,732.27315,0.504083751
14.400000000000006,111.2,24.49978276,24.49978276,730.90152,0.622551919
-21.60000000000001,89.6,-24.49978276,0.0,148.556052,0.648689595
